What are the most expensive ones	What are the most expensive ones	Sort.Product(@OrderPrice=high to low)
Show me the lowest price first	Show me the lowest price first	Sort.Product(@OrderPrice=low to high)
Show me the highest rated ones first	Show me the highest rated ones first	Sort.Product(@OrderRating=high to low)
Show me highest to lowest rated	Show me highest to lowest rated	Sort.Product(@OrderRating=high to low)
I want to see highest rated items	I want to see highest rated items	Sort.Product(@OrderRating=high to low)
What are the best rated ones	What are the best rated ones	Sort.Product(@OrderRating=high to low)
What are the most liked items	What are the most liked items	Sort.Product(@OrderRating=high to low)
Show me the best ones first	Show me the best ones first	Sort.Product(@OrderRating=high to low)
I want to see the cheapest highest rated items	I want to see the cheapest highest rated items	Sort.Product(@OrderPrice=low to high, OrderRating=high to low)
What is the sheet rated	What is the sheet rated	GetInfo.Product.Property(@ProductInfo=rating)
What are the reviews	What are the reviews	GetInfo.Product.Property(@ProductInfo=rating)
What are people saying about this product? 	What are people saying about this product? 	GetInfo.Product.Property(@ProductInfo=rating)
Do you have this in king size?	Do you have this in king size?	GetInfo.Product.Property(@ProductInfo=availability, @Size=king)
How much does it cost? 	How much does it cost? 	GetInfo.Product.Property(@ProductInfo=price)
What's the brand?	What's the brand?	GetInfo.Product.Property(@ProductInfo=brand)
Does it have polyester?	Does it have polyester?	GetInfo.Product.Property(@ProductInfo=material, @Material=polyester, @Composition=contains)
Is it 100% cotton?	Is it 100% cotton?	GetInfo.Product.Property(@ProductInfo=material, @Material=cotton, @Composition=100%)
Show me pictures	Show me pictures	GetInfo.Product.Pictures(@NavAction=next image)
Show me more	Show me more	GetInfo.Product.Pictures(@NavAction=next image)
show me more pictures	show me more pictures	GetInfo.Product.Pictures(@NavAction=next image)
Show me next picture	Show me next picture	GetInfo.Product.Pictures(@NavAction=next image)
Show previous	Show previous	GetInfo.Product.Pictures(@NavAction=previous image)
Go back to the previous picture	Go back to the previous picture	GetInfo.Product.Pictures(@NavAction=previous image)
Show me the one before this image	Show me the one before this image	GetInfo.Product.Pictures(@NavAction=previous image)
Show me the previous image	Show me the previous image	GetInfo.Product.Pictures(@NavAction=previous image)
Is this available at the valley fair mall? 	Is this available at the valley fair mall? 	GetInfo.Product.Availability.Store(@Store=valley fair mall)
When can I pick it up at the palo alto store? 	When can I pick it up at the palo alto store? 	GetInfo.Product.Availability.Store(@Store=palo alto, @InStore=pick up time)
Where is this in the palo alto store? 	Where is this in the palo alto store? 	GetInfo.Product.Availability.Store(@Store=palo alto, @InStore=location)
How many do you have in the palo alto store? 	How many do you have in the palo alto store? 	GetInfo.Product.Availability.Store(@Store=palo alto, @InStore=quantity)
What will be the express shipping for this? 	What will be the express shipping for this? 	GetInfo.Product.Shipping.Cost(@ShipMode=express)
How much will it cost to ship this? 	How much will it cost to ship this? 	GetInfo.Product.Shipping.Cost(@ShipMode=all)
Is the shipping free? 	Is the shipping free? 	GetInfo.Product.Shipping.Cost(@ShipMode=all)
What will it cost to get it shipped? 	What will it cost to get it shipped? 	GetInfo.Product.Shipping.Cost(@ShipMode=all)
What will it cost to get it shipped 2 day? 	What will it cost to get it shipped 2 day? 	GetInfo.Product.Shipping.Cost(@ShipMode=2 day)
How much is express shipping? 	How much is express shipping? 	GetInfo.Product.Shipping.Cost(@ShipMode=express)
Does it cost to ship this? 	Does it cost to ship this? 	GetInfo.Product.Shipping.Cost(@ShipMode=all)
What will it cost to get it shipped 2 day to Mountain View	What will it cost to get it shipped 2 day to Mountain View	GetInfo.Product.Shipping.Cost(@ShipMode=2 day, @ShipCity=Mountain View)
How much will it cost to ship this to 94040? 	How much will it cost to ship this to 94040? 	GetInfo.Product.Shipping.Cost(@ShipMode=all, @ShipZip=94040)
What will it cost to get it shipped 2 day to Paris Texas	What will it cost to get it shipped 2 day to Paris Texas	GetInfo.Product.Shipping.Cost(@ShipMode=2 day, @ShipCity=Paris, @ShipState=Texas)
How much is express shipping to California? 	How much is express shipping to California? 	GetInfo.Product.Shipping.Cost(@ShipMode=express, @ShipState=California)
How much is express shipping to Mountain View California 94040	How much is express shipping to Mountain View California 94040	GetInfo.Product.Shipping.Cost(@ShipMode=express, @ShipCity=Mountain View, @ShipState=California, @ShipZip=94040)
How much is shipping to Mountain View California 94041	How much is shipping to Mountain View California 94041	GetInfo.Product.Shipping.Cost(@ShipMode=all, @ShipCity=Mountain View, @ShipState=California, @ShipZip=94040)
How much will it cost to ship this if I want it by Friday?	How much will it cost to ship this if I want it by Friday?	GetInfo.Product.Shipping.Cost(@ShipMode=all, @DeliveryDate=Friday)
What will it cost to get it shipped for it to come before Christmas? 	What will it cost to get it shipped for it to come before Christmas? 	GetInfo.Product.Shipping.Cost(@ShipMode=all, @DeliveryDate=Christmas)
How much will it cost to ship this to 94040 if I want it in three days	How much will it cost to ship this to 94040 if I want it in three days	GetInfo.Product.Shipping.Cost(@ShipMode=all, @ShipZip=94040, @DeliveryDays=three)
How much is express shipping to California if I want it before the weekend?	How much is express shipping to California if I want it before the weekend?	GetInfo.Product.Shipping.Cost(@ShipMode=express, @ShipState=California, @DeliveryDate=weekend)
How much is express shipping to Mountain View California 94040 for it to come as soon as possible? 	How much is express shipping to Mountain View California 94040 for it to come as soon as possible? 	GetInfo.Product.Shipping.Cost(@ShipMode=express, @ShipCity=Mountain View, @ShipState=California, @ShipZip=94040, @DeliveryDate=first available)
How much is shipping to Mountain View California 94041 for me to have it by the 10th? 	How much is shipping to Mountain View California 94041 for me to have it by the 10th? 	GetInfo.Product.Shipping.Cost(@ShipMode=all, @ShipCity=Mountain View, @ShipState=California, @ShipZip=94040, @DeliveryDate=10)
When will it arrive?	When will it arrive?	GetInfo.Product.Shipping.Time(@ShipInfo=arrival date)
How many days before it is shipped? 	How many days before it is shipped? 	GetInfo.Product.Shipping.Time(@ShipInfo=arrival date)
When will it be delivered? 	When will it be delivered? 	GetInfo.Product.Shipping.Time(@ShipInfo=arrival date)
How many days to delivery? 	How many days to delivery? 	GetInfo.Product.Shipping.Time(@ShipInfo=arrival days)
Can you confirm when it will arrive? 	Can you confirm when it will arrive? 	GetInfo.Product.Shipping.Time(@ShipInfo=arrival date)
When do I get it? 	When do I get it? 	GetInfo.Product.Shipping.Time(@ShipInfo=arrival date)
When will it arrive with express delivery? 	When will it arrive with express delivery? 	GetInfo.Product.Shipping.Time(@ShipInfo=arrival date, @ShipMode=express)
How many days before it is shipped if I use standard shipping? 	How many days before it is shipped if I use standard shipping? 	GetInfo.Product.Shipping.Time(@ShipInfo=arrival date, @ShipMode=standard)
If I get 2 day delivery when will it be delivered?	If I get 2 day delivery when will it be delivered?	GetInfo.Product.Shipping.Time(@ShipMode=2 day, @ShipInfo=arrival date)
How many days to delivery here using express shipping? 	How many days to delivery here using express shipping? 	GetInfo.Product.Shipping.Time(@ShipInfo=arrival days, @ShipMode=express)
Can you confirm when it will arrive via standard delivery? 	Can you confirm when it will arrive via standard delivery? 	GetInfo.Product.Shipping.Time(@ShipInfo=arrival date, @ShipMode=standard)
When do I get it if I paid express shipping charges? 	When do I get it if I paid express shipping charges? 	GetInfo.Product.Shipping.Time(@ShipInfo=arrival date, @ShipMode=express)
When will it arrive with express delivery to Mountain View California? 	When will it arrive with express delivery to Mountain View California? 	GetInfo.Product.Shipping.Time(@ShipInfo=arrival date, @ShipMode=express, @ShipCity=Mountain View, @ShipState=California)
How many days before it is shipped if I use standard shipping to 94040?	How many days before it is shipped if I use standard shipping to 94040?	GetInfo.Product.Shipping.Time(@ShipInfo=arrival date, @ShipMode=standard, @ShipZip=94040)
When will it be delivered to Paris Texas if I use express shipping? 	When will it be delivered to Paris Texas if I use express shipping? 	GetInfo.Product.Shipping.Time(@ShipInfo=arrival date, @ShipCity=Paris, @ShipState=Texas, @ShipMode=express)
How many days to delivery to California? 	How many days to delivery to California? 	GetInfo.Product.Shipping.Time(@ShipInfo=arrival days, @ShipState=California)
Can you confirm when it will arrive in Mountain View California 94040?	Can you confirm when it will arrive in Mountain View California 94040?	GetInfo.Product.Shipping.Time(@ShipInfo=arrival date, @ShipCity=Mountain View, @ShipState=California, @ShipZip=94040)
When do I get it if I paid express shipping charges and want it shipped to Mountain View California 94041? 	When do I get it if I paid express shipping charges and want it shipped to Mountain View California 94041? 	GetInfo.Product.Shipping.Time(@ShipInfo=arrival date, @ShipMode=express, @ShipCity=Mountain View, @ShipState=California, @ShipZip=94040)
Can I get it by Thursday?	Can I get it by Thursday?	GetInfo.Product.Shipping.Window(@NeedByDate=Thursday)
Will it be here before next Wednesday? 	Will it be here before next Wednesday? 	GetInfo.Product.Shipping.Window(@NeedByDate=next Wednesday)
I want to make sure it will be here before Thanksgiving	I want to make sure it will be here before Thanksgiving	GetInfo.Product.Shipping.Window(@NeedByDate=Thanksgiving)
Will it come before Christmas? 	Will it come before Christmas? 	GetInfo.Product.Shipping.Window(@NeedByDate=Christmas)
Do you think I will have it within 4 days? 	Do you think I will have it within 4 days? 	GetInfo.Product.Shipping.Window(@NeedByDate=4 days)
Do I get it by Labor Day? 	Do I get it by Labor Day? 	GetInfo.Product.Shipping.Window(@NeedByDate=Labor Day)
I hope it will come before the 15th	I hope it will come before the 15th	GetInfo.Product.Shipping.Window(@NeedByDate=15)
I hope it will come before the  August 15th	I hope it will come before the  August 15th	GetInfo.Product.Shipping.Window(@NeedByDate=8/15)
Can you confirm when it will arrive before next week? 	Can you confirm when it will arrive before next week? 	GetInfo.Product.Shipping.Window(@NeedByDate=next week)
Will it be delivered before Saturday? 	Will it be delivered before Saturday? 	GetInfo.Product.Shipping.Window(@NeedByDate=saturday)
Will it be here by tomorrow? 	Will it be here by tomorrow? 	GetInfo.Product.Shipping.Window(@NeedByDate=tomorrow)
Can I get it by Thursday if I paid for express delivery? 	Can I get it by Thursday if I paid for express delivery? 	GetInfo.Product.Shipping.Window(@NeedByDate=Thursday, @ShipMode=express)
Will it be here before next Wednesday with standard shipping? 	Will it be here before next Wednesday with standard shipping? 	GetInfo.Product.Shipping.Window(@NeedByDate=next Wednesday, @ShipMode=standard)
I want to make sure that if I pay for 2 day shipping charges it will be here before Thanksgiving	I want to make sure that if I pay for 2 day shipping charges it will be here before Thanksgiving	GetInfo.Product.Shipping.Window(@ShipMode=2 day, @NeedByDate=Thanksgiving)
Will it come before Christmas to Mountain View? 	Will it come before Christmas to Mountain View? 	GetInfo.Product.Shipping.Window(@NeedByDate=Christmas, @ShipCity=Mountain View)
Do you think I will have it within 4 days in Paris? 	Do you think I will have it within 4 days in Paris? 	GetInfo.Product.Shipping.Window(@NeedByDate=4 days, @ShipCity=Paris)
Do I get it by Labor Day in Texas? 	Do I get it by Labor Day in Texas? 	GetInfo.Product.Shipping.Window(@NeedByDate=Labor Day, @ShipState=Texas)
I hope it will come before the 15th at my house in Seattle 98101 if I pay for express shipping. 	I hope it will come before the 15th at my house in Seattle 98101 if I pay for express shipping. 	GetInfo.Product.Shipping.Window(@NeedByDate=15, @ShipCity=Seattle, @ShipZip=98101, @ShipMode=express)
Can you confirm when it will arrive before next week with standard shipping?	Can you confirm when it will arrive before next week with standard shipping?	GetInfo.Product.Shipping.Window(@NeedByDate=next week, @ShipMode=standard)
Will it be delivered before saturday in Mountain View California 94040?	Will it be delivered before saturday in Mountain View California 94040?	GetInfo.Product.Shipping.Window(@NeedByDate=Saturday, @ShipCity=Mountain View, @ShipState=California, @ShipZip=94040)
I want it by Tuesday. Can I get it with standard shipping? 	I want it by Tuesday. Can I get it with standard shipping? 	GetInfo.Product.Shipping.Window(@NeedByDate=Tuesday, @ShipMode=standard)
If I want to get it before the weekend, can I use express method to Mountain View California 94043? 	If I want to get it before the weekend, can I use express method to Mountain View California 94043? 	GetInfo.Product.Shipping.Window(@NeedByDate=weekend, @ShipMode=express, @ShipCity=Mountain View, @ShipState=California, @ShipZip=94043)
Will it arrive with express delivery to Mountain View California before five days? 	Will it arrive with express delivery to Mountain View California before five days? 	GetInfo.Product.Shipping.Window(@ShipMode=express, @ShipCity=Mountain View, @NeedByDate=5 days)
If I want it shipped to 94040 and I use standard shipping do I get it before next week? 	If I want it shipped to 94040 and I use standard shipping do I get it before next week? 	GetInfo.Product.Shipping.Window(@ShipZip=94040, @ShipMode=standard, @NeedByDate=next week)
To get it in Seattle Washington 98101 by Christmas is it okay to use standard shipping? 	To get it in Seattle Washington 98101 by Christmas is it okay to use standard shipping? 	GetInfo.Product.Shipping.Window(@ShipCity=Seattle, @ShipState=Washington, @ShipZip=98101, @NeedByDate=Christmas, @ShipMode=standard)
Will you get it to me with express shipping for me to have it by August 15th? 	Will you get it to me with express shipping for me to have it by August 15th? 	GetInfo.Product.Shipping.Window(@ShipMode=express, @NeedByDate=8/15)
Can you confirm that if I use 2 day shipping to Mountain View California that I will get it before next week? 	Can you confirm that if I use 2 day shipping to Mountain View California that I will get it before next week? 	GetInfo.Product.Shipping.Window(@ShipMode=2 day, @ShipCity=Mountain View, @ShipState=California, @NeedByDate=next week)
Do I get it by Monday if I paid express shipping charges and want it shipped to Mountain View California 94041? 	Do I get it by Monday if I paid express shipping charges and want it shipped to Mountain View California 94041? 	GetInfo.Product.Shipping.Window(@NeedByDate=Monday, @ShipMode=express, @ShipCity=Mountain View, @ShipState=California, @ShipZip=94040)
What are my shipping options? 	What are my shipping options? 	GetInfo.Product.Shipping.Mode(@ShipInfo=mode)
How can I get it shipped? 	How can I get it shipped? 	GetInfo.Product.Shipping.Mode(@ShipInfo=mode)
What shipping methods do you offer? 	What shipping methods do you offer? 	GetInfo.Product.Shipping.Mode(@ShipInfo=mode)
What are the ways to get this shipped? 	What are the ways to get this shipped? 	GetInfo.Product.Shipping.Mode(@ShipInfo=mode)
How will you ship it to me? 	How will you ship it to me? 	GetInfo.Product.Shipping.Mode(@ShipInfo=mode)
what shipping methods you use?	what shipping methods you use?	GetInfo.Product.Shipping.Mode(@ShipMode=2 day, @ShipInfo=arrival date)
What is the cheapest I can get it shipped? 	What is the cheapest I can get it shipped? 	GetInfo.Product.Shipping.Mode(@ShipInfo=mode)
How should I get it shipped for it come before Christmas? 	How should I get it shipped for it come before Christmas? 	GetInfo.Product.Shipping.Mode(@ShipInfo=mode, @NeedByDate=Christmas)
What is the cheapest I can get this shipped to 94040? 	What is the cheapest I can get this shipped to 94040? 	GetInfo.Product.Shipping.Mode(@ShipInfo=mode, @ShipZip=94040)
Are there shipping options that will get this to me by Friday?	Are there shipping options that will get this to me by Friday?	GetInfo.Product.Shipping.Mode(@ShipInfo=mode, @DeliveryDate=Friday)
Which shipping method will get this to me before Christmas? 	Which shipping method will get this to me before Christmas? 	GetInfo.Product.Shipping.Mode(@ShipInfo=mode, @DeliveryDate=Christmas)
How do I get it shipped to California if I want it before the weekend?	How do I get it shipped to California if I want it before the weekend?	GetInfo.Product.Shipping.Mode(@ShipInfo=mode, @ShipState=California, @DeliveryDate=weekend)
What shipping method do I use to Mountain View California 94040 for it to come as soon as possible? 	What shipping method do I use to Mountain View California 94040 for it to come as soon as possible? 	GetInfo.Product.Shipping.Mode(@ShipInfo=mode, @ShipCity=Mountain View, @ShipState=California, @ShipZip=94040, @DeliveryDate=first available)
How do you ship to California? 	How do you ship to California? 	GetInfo.Product.Shipping.Mode(@ShipInfo=mode, @ShipState=California)
What are the ways to get it shipped to Mountain View California 94040?	What are the ways to get it shipped to Mountain View California 94040?	GetInfo.Product.Shipping.Mode(@ShipInfo=mode, @ShipCity=Mountain View, @ShipState=California, @ShipZip=94040)
Which shipping methods should I use to get it shipped to Mountain View California 94041? 	Which shipping methods should I use to get it shipped to Mountain View California 94041? 	GetInfo.Product.Shipping.Mode(@ShipInfo=mode, @ShipCity=Mountain View, @ShipState=California, @ShipZip=94040)
What shipping methods will get it to me by Thursday?	What shipping methods will get it to me by Thursday?	GetInfo.Product.Shipping.Mode(@ShipInfo=mode, @DeliveryDate=Thursday)
I want to make sure it will be here before Thanksgiving. How should I get it shipped? 	I want to make sure it will be here before Thanksgiving. How should I get it shipped? 	GetInfo.Product.Shipping.Mode(@ShipInfo=mode, @DeliveryDate=Thanksgiving)
What shipping method should I use so that it comes before Christmas to Mountain View California? 	What shipping method should I use so that it comes before Christmas to Mountain View California? 	GetInfo.Product.Shipping.Mode(@ShipInfo=mode, @DeliveryDate=Christmas, @ShipCity=Mountain View, @ShipState=California)
